mimic_models/invaders_500.pth,500,3.57,", eps 0.90"
mimic_models/invaders_1000.pth,1000,4.28,", eps 0.81"
mimic_models/invaders_1500.pth,1500,4.23,", eps 0.70"
mimic_models/invaders_2000.pth,2000,5.18,", eps 0.60"
mimic_models/invaders_2500.pth,2500,5.84,", eps 0.48"
mimic_models/invaders_3000.pth,3000,6.01,", eps 0.36"
mimic_models/invaders_3500.pth,3500,6.64,", eps 0.23"
mimic_models/invaders_4000.pth,4000,6.12,", eps 0.10"
mimic_models/invaders_4500.pth,4500,6.71,", eps 0.10"
mimic_models/invaders_5000.pth,5000,6.4,", eps 0.10"
mimic_models/invaders_5500.pth,5500,6.1,", eps 0.10"
mimic_models/invaders_6000.pth,6000,7.23,", eps 0.10"
mimic_models/invaders_6500.pth,6500,6.5,", eps 0.10"
mimic_models/invaders_7000.pth,7000,6.34,", eps 0.10"
mimic_models/invaders_7500.pth,7500,5.87,", eps 0.10"
mimic_models/invaders_8000.pth,8000,7.46,", eps 0.10"
mimic_models/invaders_8500.pth,8500,6.11,", eps 0.10"
mimic_models/invaders_9000.pth,9000,6.8,", eps 0.10"
mimic_models/invaders_9500.pth,9500,6.36,", eps 0.10"
mimic_models/invaders_10000.pth,10000,6.88,", eps 0.10"
mimic_models/invaders_10500.pth,10500,6.05,", eps 0.10"
mimic_models/invaders_11000.pth,11000,6.7,", eps 0.10"
mimic_models/invaders_11500.pth,11500,6.55,", eps 0.10"
mimic_models/invaders_12000.pth,12000,6.43,", eps 0.10"
mimic_models/invaders_12500.pth,12500,6.11,", eps 0.10"
mimic_models/invaders_13000.pth,13000,6.51,", eps 0.10"
mimic_models/invaders_13500.pth,13500,6.21,", eps 0.10"
mimic_models/invaders_14000.pth,14000,7.06,", eps 0.10"
mimic_models/invaders_14500.pth,14500,7.32,", eps 0.10"
mimic_models/invaders_15000.pth,15000,6.15,", eps 0.10"
