models_multi/demon_invaders_demon-attack_500.pth,500,3.43,", eps 0.90"
models_multi/demon_invaders_demon-attack_1000.pth,1000,3.14,", eps 0.80"
models_multi/demon_invaders_demon-attack_1500.pth,1500,3.23,", eps 0.69"
models_multi/demon_invaders_demon-attack_2000.pth,2000,3.45,", eps 0.58"
models_multi/demon_invaders_demon-attack_2500.pth,2500,3.68,", eps 0.46"
models_multi/demon_invaders_demon-attack_3000.pth,3000,3.1,", eps 0.33"
models_multi/demon_invaders_demon-attack_3500.pth,3500,3.5,", eps 0.14"
models_multi/demon_invaders_demon-attack_4000.pth,4000,3.26,", eps 0.10"
models_multi/demon_invaders_demon-attack_4500.pth,4500,3.81,", eps 0.10"
models_multi/demon_invaders_demon-attack_5000.pth,5000,4.21,", eps 0.10"
models_multi/demon_invaders_demon-attack_5500.pth,5500,3.29,", eps 0.10"
models_multi/demon_invaders_demon-attack_6000.pth,6000,2.97,", eps 0.10"
